import adsk.core; app=adsk.core.Application.get(); ui=app.userInterface; print('FUSION_COMMAND_CATALOG_BEGIN'); print(chr(10).join([ui.commandDefinitions.item(i).id+chr(9)+ui.commandDefinitions.item(i).name for i in range(ui.commandDefinitions.count)])); print('FUSION_COMMAND_CATALOG_END') 
FUSION_COMMAND_CATALOG_BEGIN
AlertCommand	Alert
FusionChangeSheetSizeCommand	Change Sheet Size
FusionChangeTitleBlockCommand	Change Title Block
FusionChangeDisplayBorderCommand	Change Display Border
FusionChangeDisplayTitleBlockCommand	Change Display Title Block
FusionChangeBorderVisibilityCommand	Show/Hide
FusionChangeTitleBlockVisibilityCommand	Show/Hide
FusionTitleBlockManagementCommand	Title Blocks
FusionEditPropertiesCommand	Edit Properties
FusionResetPropertiesCommand	Reset Properties
FusionDrawingRevMarkerCommand	Revision Marker
FusionDrawingRevMarkerEditCommand	Revision Marker Edit
SwitchConfigurationCommand	Switch Configuration
DrawingUndoCommand	Undo
DrawingRedoCommand	Redo
FusionDrawingSheetNewCommand	Quick Add
FusionDrawingSheetAddCommand	Add Sheet
FusionDrawingSheetActivateCommand	Activate Sheet
FusionDrawingSheetDeleteCommand	Delete Sheet
FusionDrawingMultiSheetDeleteCommand	Delete Sheets
FusionDrawingSheetRenameCommand	Rename Sheet
FusionDrawingSheetReorderCommand	Reorder Sheet
FusionDrawingSheetDuplicateCommand	Duplicate Sheet
FusionDrawingDebugCommand	Drawing Debug
FusionDrawingPrintCommand	Print...
FusionDrawingPrintSingleSheetCommand	Print
FusionDrawingPrintSelectedSheetsCommand	Print
FusionDrawingImageInsertCommand	Insert Image
FusionDrawingBlockEditorImageInsertCommand	Image
FusionDrawingTemplateImageInsertCommand	Insert Image
FusionDrawingImageEditCommand	Image
FusionDrawingBlockRefEditCommand	Properties
FusionDrawingFeatureToggleCommand	Feature Toggle...
FusionDrawingPartsListEditCommand	PARTS LIST
FusionDrawingBendTableEditCommand	BEND TABLE
FusionDrawingRevisionTableEditCommand	REVISION HISTORY
FusionDrawingHoleTableEditCommand	HOLE TABLE
FusionDrawingConfigTableEditCommand	CONFIGURATION TABLE
FusionDrawingOriginSymbolEditCommand	ORIGIN
FusionDrawingLayerStackEditCommand	LAYER STACK
FusionDrawingViaPairsEditCommand	VIA PAIRS
FusionDrawingSketchCommand	Create Sketch
FusionDrawingSketchCloseCommand	Finish Sketch
SketchShowHideCommand	Show/Hide
FusionDrawingSketchRenameCommand	Rename Sketch
FusionDrawingViewSketchCommand	Create Sketch
FusionDrawingViewSketchEditCommand	Edit Sketch
FusionDrawingViewSketchCloseCommand	Finish Sketch
FusionDocCutSketchCommand	Cut
FusionDocCopySketchCommand	Copy
FusionDocPasteSketchCommand	Paste
FusionDocCopyMtextCommand	Copy
FusionDocCutMtextCommand	Cut
FusionDocPasteTextCommand	Paste
FusionDocPasteCustomMTextCommand	Paste
FusionDocCutGeomEntityCommand	Cut
FusionDocCopyGeomEntityCommand	Copy
FusionDocPasteGeomEntityCommand	Paste
FusionDocPasteExternalCustomTableCommand	Paste
FusionDocCopyCustomTableCommand	Copy
FusionDocPasteCustomTableCommand	Paste
FusionDocCutDefaultCommand	Cut
FusionDocCopyDefaultCommand	Copy
FusionDocPasteDefaultCommand	Paste
FusionDrawingSketchDeleteCommand	Delete
FusionDrawingSketchEditCommand	Edit Sketch
EditPaletteLinetypeCommand	Edit Palette Linetype
EditPaletteLineweightCommand	Edit Palette Lineweight
EditPaletteColorCommand	Edit Palette Color
TogglePaletteOtherGeometryCommand	Toggle Other Geometry
TogglePaletteSnapCommand	Toggle Palette Snap
TogglePaletteGridCommand	Toggle Palette Grid
TogglePaletteBorderCommand	Toggle Palette Border
TogglePaletteSheetCommand	Toggle Palette Sheet
FusionDrawingQuickAutoDimensionCommand	Quick Auto Dimension
ECADLayerStackDiagramCmd	Layer Stack View
FusionDrawingAutoDimensionEditCommand	Edit Auto Dimensions
FusDocGetAlternateDimCommand	Get Alternate Dimension
FusionDrawingUpdateLinkTable	Update
FusionDrawingBreakLinkTable	Break
ManageExtRefreshCmd	Refresh
DrawingsPropertyRefreshCmd	Refresh Properties
FusionDocAutomationSettingsCmd	Change Automation Settings
FusionDrawingAutoDimensionCommand	Auto Dimension
FusionDrawingTidyUpCommand	Tidy Up
FusionDrawingCropViewEditCommand	Edit Crop View
FusionDrawingCropOutlineCommand	Show / Hide Crop Outline
FusionDocShowHistoryForDesignCommand	Design History
FusionDocShowHistoryForDrawingCommand	Drawing History
FusionDocShowHistoryForDrawingToolbarCommand	History
DrawingShowChangeAwarenessToolbarCmd	Change Summary
DrawingShowChangeAwarenessQATCommand	User Change Awareness
FusionDocModelPropertyEditCommand	Edit Model Property
PublisherChangeZoomLevelCmd	Change Zoom Level
PublisherActivateStoryboardCommand	Activate Storyboard
RenameStoryboardCmd	Rename Storyboard
PublisherMoveComponentsCommand	Transform Components
PublisherRestoreHomeCommand	Restore Home
PublisherExplodeDirectChildrenCommand	Auto Explode: One Level
PublisherExplodeAllPartsCommand	Auto Explode: All Levels
PublisherManualExplodeCommand	Manual Explode
PublisherDeleteCommand	Delete
PublisherDeleteActorCommand	Delete Actions
PublisherCopyCommand	Copy
PublisherPasteCommand	Paste
PublisherMoveSequenceEntryCommand	Move Steps/Storyboards
PublisherVisibilityToggleCmd	Show/Hide
PublisherAppearanceCommand	Appearance
PublisherScopeMaterialCommand	Change Material Scope
PublisherMaterialToggleCommand	Toggle Material
PublisherDurationCmd	Duration
PublisherEditActionCmd	Edit Start/End
PublisherEditSmartObjectActionCmd	Edit Start
PublisherCreateCameraActionCmd	Camera Change
ReverseSequenceEntryCmd	Reverse
RenameStoryboardShellCmd	Rename
AlignActionStartTimesCmd	Align start time
AlignActionEndTimesCmd	Align end time
SelectAllAfterCmd	Select All After
SelectAllBeforeCmd	Select All Before
PublisherChangeActionStartTimeCmd	Change Action Start Time
PublisherChangeActionEndTimeCmd	Change Action End Time
PublisherMoveActionCmd	Move Action
PublisherToggleCameraRecordingCmd	View
PublisherExpandCompositeActionsCmd	Expand
ReorderActorCommand	Reorder Actor
ExportVideoCommand	Publish Video
PublisherFindInBrowser	Find in Browser
PublisherFindInWindow	Find in Window
ApplicationSettingsEditCmd	Edit Application Settings
PublisherCreateStoryboardCommand	New Storyboard
PublisherEditTransformActionCommand	Edit Action
PublisherNewDrawingDocumentCommand	From Animation
PublisherIsolateCmd	Isolate
PublisherUnisolateCmd	Unisolate
PublisherCreateSelectionGroupCmd	Create Selection Set
PublisherActivateConfigRow	Activate Config
PublisherViewDisplayCommand	PublisherViewCamera
CalloutCommand	Create Callout
DragCalloutCmd	Move Callout
CalloutEditCommand	Edit Callout
PublisherTrailVisibilityCommand	Show/Hide Trail Lines
PublisherTrailShowAllCommand	Show All Trail Lines
PublisherTrailHideAllCommand	Hide All Trail Lines
TrailDragCmd	Move Trail Line
NewElectronDesignMenuCommand	New Electronics Design
NewElectronPcbDocumentCommand	New PCB
NewElectronSchDocumentCommand	New Schematic
NewElectronLbrDocumentCommand	New Electronics Library
Electron::GroupWindow	Window Selection
Electron::GroupPolygon	Polygon Selection
Electron::GroupCrossSelection	Cross Selection
Electron::NetClassAndSignalColors	Net Class and Signal Colors
Electron::ShowOriginsPcb	PCB Origins
Electron::ShowOriginsTop	Top Origins
Electron::ShowOriginsBottom	Bottom Origins
Electron::ShowOriginsSch	Schematic Origins
Electron::Pcb3DViewAdvanced	Push to 3D PCB
PCB3DConfigCmd	3D PCB Settings
PullPCB3DCmd	Pull form 2D PCB to 3D PCB
PullPCB2DCmd	Pull from 3D PCB to 2D PCB
PCBExportBrdCmd	Push to 2D PCB
PCBLinkToBrdCmd	Link to 2D PCB
Package3DCmd	3D Package Editor
Package3DStop	Finish
Package3DCreateCmd	New Package
AttachToFootprintCmd	Attach Existing 3D Model
RemovePCB3DLinkCmd	Remove 3D PCB Link
ElectronicsBomCmd	Bill of Materials
FootprintSketchCreateCmd	Create Footprint
NewElectronDesignDocumentCommand	New Electronics Design
SwitchPcbDocCmd	2D PCB
SwitchSchDocCmd	Schematic
Switch3dPcbDocCmd	3D PCB
SwitchDesignDocCmd	Switch to Design document
GetLatestElectronCmd	Get All Latest
GetLatestPcbCmd	Get Latest PCB
GetLatestSchCmd	Get Latest Schematic
LaunchUndoCmdDef	Launch the undo command
LaunchRedoCmdDef	Launch the redo command
ElectronUndo	Undo
ElectronRedo	Redo
ReferenceToPCBCmd	Reference a PCB document
ReferenceToSCHCmd	Reference a Schematic document
RemovePCBLinkCmd	Remove PCB Link
RemoveSCHLinkCmd	Remove Schematic Link
ElectronSaveAllCmd	Save all command
RenameEagleWIPLibraryCmd	Renames Eagle WIP library
ElectronSaveAsAllCmd	Save as all linked files command
SaveBOMDataCmd	Save BOM data
AnsysCmd	Export PCB Data for Ansys
CAMOdbExportCmd	Export ODB++ Output
EditorSidePanelOpenCommand	Show Editor Side Panel
EditorSidePanelCloseCommand	Hide Editor Side Panel
ShowElectronDescriptionCommand	Show Electron Design Description
HideElectronDescriptionCommand	Hide Electron Design Description
ContentManagerPanelOpenCommand	Show Content Manager Panel
ContentManagerPanelCloseCommand	Hide Content Manager Panel
ShowElectronDesignManagerCommand	Show Design Manager
HideElectronDesignManagerCommand	Hide Design Manager
ShowElectronInspectorCommand	Show Inspector
HideElectronInspectorCommand	Hide Inspector
ShowElectronAnalyzeSignalCommand	Show Analyze Signal
HideElectronAnalyzeSignalCommand	Hide Analyze Signal
ShowElectronLayersPanelCommand	Show Display Layers Panel
HideElectronLayersPanelCommand	Hide Display Layers Panel
ShowElectronErrorsPanelCommand	Show Errors Panel
HideElectronErrorsPanelCommand	Hide Errors Panel
ShowElectronBrowserPanelCommand	Show Browser
HideElectronBrowserPanelCommand	Hide Browser
ShowCommandGuidanceCommand	Show Command Guidance
HideCommandGuidanceCommand	Hide Command Guidance
ShowElectronSelectionFilterCommand	Show Selection Filter
HideElectronSelectionFilterCommand	Hide Selection Filter
ShowElectronPlacePartPanelCommand	Show Place Component Panel
HideElectronPlacePartPanelCommand	Hide Place Component Panel
ShowElectronSheetsCommand	Show Sheets
HideElectronSheetsCommand	Hide Sheets
UpdateEagleLibrariesVersions	Updates Eagle WIP libraries version information
UpdateLbrPackagesCmd	Search for 3D package updates.
ScanCurrentHubLibrariesCmd	Scans for libraries files not present in Library Manager for the current Fusion Team
CancelAllHubLibrariesScansCmd	Cancel all operations scanning hubs for current libraries.
CancelThisHubLibrariesScanCmd	Cancel all operations scanning hubs for current libraries.
RefreshEagleWIPLibraryCmd	Updates Eagle WIP libraries information
DeleteEagleWIPLibraryCmd	Deletes Eagle WIP library information
Electron::FocusEagleCommandLine	Set focus on EAGLE command line bar
Electron::FocusEagleCommandLine0	Set focus on EAGLE command line bar
Electron::FocusEagleCommandLine1	Set focus on EAGLE command line bar
TogglePushViasCmd	Push Vias
ViolationModeCommand	ViolationMode
IgnoreViolatorsCommand	Ignore Violators
PushViolatorsCommand	Push Violators
WalkaroundViolatorsCommand	Walkaround Violators
ImportSCHAndBRDCmd	Import sch and brd command
Electron::Shortcuts	Shortcuts
ElectronicsDesignImportCmd	Import eagle files as electronics design
KicadDesignImportCmd	Import KiCAD files as electronics design
HidePcb2d3dOutOfSyncBannerCmdDef	Hide banner
Electron::FlipBoard	Flip Board
Electron::ToggleSingleLayer	Single Layer View
Electron::AddPart	Add
Electron::AddSymbol	Add Symbol
Electron::AnalyzeSignal	Analyze Signal
Electron::ToggleAddPanel	Place Components
Electron::AddDesignBlock	Design Block
Electron::Align	Align
Electron::Arc	Arc
Electron::Arrange	Arrange
Electron::Attribute	Attribute
Electron::AutoRouter	Autorouter
Electron::BoardShapeArc	Outline Arc
Electron::BoardShapeCircle	Outline Circle
Electron::BoardShapePolyline	Outline Polyline
Electron::BoardShapeSpline	Outline Spline
Electron::Bus	Add Bus
Electron::BusBreakOut	Break Out Bus
Electron::CAMExport	Export Gerber, NC Drill, Assembly and Drawing Outputs
Electron::CAMPreview	CAM Preview
Electron::CAMProcessor	CAM Processor
Electron::Change	Change
Electron::Circle	Circle
Electron::Class	Net Class
Electron::ConstructionShowAll	Show All PCB Sketches
Electron::ConstructionHideAll	Hide All PCB Sketches
Electron::Copy	Copy
Electron::CopyFormat	Copy Format
Electron::Cut	Cut
Electron::Delete	Delete
Electron::Dimension	Dimension
Electron::Display	Display Layers
Electron::DRC	Design Rules
Electron::DesignPreferences	Design Preferences
Electron::EditPcbOutlineSketch	Edit Board Outline Sketch
Electron::ERC	ERC
Electron::Errors	Check Design Rules
Electron::ExpLib	Export Libraries
Electron::Export	Export
Electron::Fanout	Fanout
Electron::Flip	Flip
Electron::GateSwap	Gate Swap
Electron::Grid	Grid Settings
Electron::Group	Select
Electron::GroupAll	Select All
Electron::GlobalAttributes	Document Attributes
Electron::AddHole	Hole (NPTH)
Electron::ImportComponents	Import Components
Electron::ImportSymbols	Import Symbols
Electron::ImportFootprints	Import Footprints
Electron::Info	Info
Electron::InsertDesignBlockToSch	Insert Design Block
Electron::InsertDesignBlockToPCB	Insert Design Block
Electron::InsertDxf	Insert DXF/DWG
Electron::InsertElectronicDesignToSch	Insert Electronic Design
Electron::InsertElectronicDesignToPCB	Insert Electronic Design
Electron::Insert2DPCB	Insert 2D PCB
Electron::InsertSch	Insert Schematic
Electron::InsertSvg	Insert SVG
Electron::Invoke	Invoke
Electron::IpcNetlist	IPC-D-356 Netlist
Electron::Junction	Junction
Electron::Label	Label
Electron::Layer	Layer
Electron::LayerIncrement	Next Layer
Electron::LayerDecrement	Previous Layer
Electron::LayerStack	Layer Stack
Electron::Line	Line
Electron::UnlinkLibrary	Unlink from managed library on library.io
Electron::Lock	Lock
Electron::LockAll	Lock All
Electron::LockCurrentLayer	Lock Current Layer
Electron::UnlockAll	Unlock All
Electron::CreateLibrary	Push changes to managed library on library.io
Electron::AddSimModel	Add Spice Model
Electron::Mark	Mark Local Origin
Electron::Meander	Meander
Electron::Miter	Miter
Electron::Mirror	Mirror
Electron::Module	Module
Electron::Move	Move
Electron::Name	Name
Electron::Net	Net
Electron::NetBreakout	Net Breakout
Electron::NewSymbol	New Symbol
Electron::NewPackage	New Footprint
Electron::NewDevice	New Component
Electron::Optimize	Optimize
Electron::Package	Add Package
Electron::Pad	PTH Pad
Electron::PadArray	PTH Pad Array
Electron::PaintRoller	Paint Roller
Electron::Paste	Paste
Electron::PastePins	Paste Pins
Electron::Pattern	Pattern
Electron::PickAndPlace	PickAndPlace
Electron::Pin	Pin
Electron::PinArray	Pin Array
Electron::PinBreakout	Break Out Pins
Electron::PinSwap	Pin Swap
Electron::PShape	Polygon Shape
Electron::PPour	Polygon Pour
Electron::PCutout	Polygon Cutout
Electron::Polygon	Polygon
Electron::PolyHideFillAll	Hide all Polygon Pour fills
Electron::PolyRefill	Re-fill Polygon Pours
Electron::PolygonizeCopy	Polygon Pour from Outline
Electron::PolyShowFillAll	Show all Polygon Pour fills
Electron::Port	Port
Electron::Print	Print
Electron::QuickRouteAirWire	QuickRoute Airwire
Electron::QuickRouteSignal	QuickRoute Signal
Electron::QuickRouteMultiWire	QuickRoute Multiple
Electron::QuickRouteSmooth	QuickRoute Smooth
Electron::QuickRouteGuided	QuickRoute Guided
Electron::QuickTune	QuickTune
Electron::Ratsnest	Ratsnest
Electron::Rectangle	Rectangle
Electron::Redo	Redo
Electron::ZoomRedraw	Redraw
Electron::RemoveSimModel	Remove Spice Model
Electron::RenumberRefDesg	Renumber Designators
Electron::Replace	Replace
Electron::RepositionAttributes	Reposition Attributes
Electron::ReplaceMissingFonts	Replace Missing Fonts
Electron::ReplaceMissingFontsUseProportional	Replace Missing Fonts With Proportional
Electron::ReplaceMissingFontsUseArial	Replace Missing Fonts With Arial
Electron::Reroute	Reroute
Electron::Ripup	Unroute
Electron::RipupAll	Unroute All
Electron::RipupAllPolygons	Ripup Polygons
Electron::RipupConnected	Unroute Connected
Electron::RipupConnectedSameLayer	Unroute Connected Same Layer
Electron::RipupElementToElement	Unroute Between Components
Electron::RipupInComplete	Unroute Incomplete
Electron::RipupSignal	Unroute Signal
Electron::RipupFromTo	Unroute From-To
Electron::Rotate	Rotate
Electron::ManualRoute	Route Manual
Electron::RouteDiffPair	Route Differential Pair
Electron::RouteMulti	Route Multiple
Electron::RunULP	Run ULP
Electron::RunScript	Run Script
Electron::LinkLibrary	Link to managed library on library.io
Electron::Show	Show
Electron::Signal	Signal
Electron::Simulate	Simulate
Electron::SimOpToggle	Show Simulation Overlay
Electron::VProbe	Voltage Probe
Electron::VpProbe	Phase Probe
Electron::SourceSetup	Analog Source Setup
Electron::DSourceSetup	Digital Source Setup
Electron::Slice	Slice
Electron::Smd	SMD Pad
Electron::SmdArray	SMD Pad Array
Electron::Split	Split
Electron::StopCommand	Stop Command
Electron::Stitch	Via Stitching
Electron::Swap	Swap Libraries
Electron::AddText	Text
Electron::Undo	Undo
Electron::Unroute	Unroute
Electron::UnrouteAll	Unroute All
Electron::UnrouteConnected	Unroute Connected
Electron::UnrouteConnectedSameLayer	Unroute Connected Same Layer
Electron::UnrouteElementToElement	Unroute Between Components
Electron::UnrouteInComplete	Unroute Incomplete
Electron::UnrouteSignal	Unroute Signal
Electron::UnrouteFromTo	Unroute From-To
Electron::UpdateLibrary	Pull changes from managed library on library.io
Electron::LibraryManager	Open Library Manager
Electron::UpdateDesignFromLibrary	Update design from library
Electron::UpdateDesignFromAllLibraries	Update design from all libraries used in design
Electron::Value	Value
Electron::AssemblyVariant	Assembly Variant
Electron::Via	Via
Electron::PackageFromWeb	Add Package from Web
Electron::Wire	Wire
Electron::ZoomIn	Zoom In
Electron::ZoomOut	Zoom Out
Electron::ZoomRect	Zoom Window
Electron::ZoomToFit	Zoom to Fit
Electron::Synchronize	Synchronize
Electron::AddCustom3DModel	Add Custom 3D Model
Electron::EditCustom3DModel	Edit Custom 3D Model
Electron::RemoveCustom3DModel	Remove Custom 3D Model
MSFCmnExpandCommand	Expand All Children
MSFCmnCollapseCommand	Collapse All Children
MSFNestAutoUpdateCmd	Automatic Update
SDK.MAGNestProvidersCmd.Config	Providers
SDK.MAGNestEditNestCmd.Create	Create Nest
SDK.MAGNestDisplayCmd.Header	Header
SDK.MAGFeatAutoZoomCmd.Create	Find in Window
SDK.MAGMatLibraryCmd.CreateNesting	Process
Material Library
SDK.MSFNestCreateF3DCmd.Create	Create 3D Model
SDK.MAGNestExportCachedDxfCmd.Export	Export
SDK.MAGNestDisplayColorCmd.Mirror	Mirror
SDK.MAGNestCalculateCmd.Generate	Generate
SDK.MAGNestDisplayCmd.ExtraText	Annotations
SDK.MAGNestGeoSourcesCmd.Show	Show All Sources
SDK.MAGNestDisplayColorCmd.Segment	Segment
SDK.MAGNestSelectionCmd.Sheets	Sheets
SDK.MAGNestCalculateCmd.Cancel	Cancel
SDK.MAGNestViewCmd.Previous	Previous
SDK.MAGFeatDefaultFolderCmd.SetDefault	Default Folder
SDK.MAGFeatUpdateCmd.AutoUpdate	Update All
SDK.MAGNestAutoZoomCmd.select	Auto-zoom select
SDK.MAGNestRepresentationCmd.3DCompare	3D Compare
SDK.MSFNestMSIFileToF3DCmd.Import	TruNest to F3D
SDK.MAGFeatOpenExternalLinkCmd.Open	Open
SDK.MSFNestSaveContainerDataCmd.Create	Material and Packaging Presets
SDK.MAGNestAutoZoomCmd.toggle	Auto-zoom
SDK.MAGNestDisplayCmd.Shaded	Shaded
SDK.MAGNestCalculateCmd.Save	Save Results
SDK.MAGFeatPasteCmd.PasteCopied	Paste
SDK.MAGNestDisplayColorCmd.NestedOrientation	Nested Orientation
SDK.MAGNestDisplayCmd.ExtraConstructionPoint	Extra Construction Points
SDK.MAGNestRepresentationCmd.2D	2D
SDK.MAGNestRepresentationCmd.3DExtrude	3D Extruded
SDK.MAGNestSelectionCmd.Contours	Contours
SDK.MAGFeatPropertiesCmd.EditSelected	Properties
SDK.MAGFeatCopyCmd.CopySelected	Copy
SDK.MAGFeatCreateFolderCmd.AddToSelected	Add Folder
SDK.MAGNestBindUnbindPropertyCmd.ShapeUnbindAll	Unbind All
SDK.MAGNestAutoZoomCmd.inspect	Auto-zoom inspect
SDK.MAGNestShapeCmd.Context	Properties
SDK.MAGNestAutoCreateKitsCmd.Create	Create Nest Kit
SDK.MAGNestEditNestCmd.Edit	Edit
SDK.MAGNestDisplayColorCmd.Default	Default
SDK.MAGNestKitsCmd.Edit	Edit Nest Kit
SDK.MAGNestReportCmd.Show	Report
SDK.MAGNestStudyCmd.Context	Create Nest Study
SDK.MAGNestViewCmd.Last	Last
SDK.MAGNestInfoPanelCmd.Context	Inspect
SDK.MAGNestShowTranslateErrorDlgCmd.Show	Show Extraction Errors
SDK.MAGNestBindUnbindPropertyCmd.ShapeBindAll	Bind All
SDK.MAGNestDisplayColorCmd.Shape	Shape
SDK.MAGNestViewCmd.First	First
SDK.MAGNestViewCmd.Next	Next
SDK.MAGFeatRenameCmd.RenameSelected	Rename
SDK.MAGFeatObject.enabled.Toggle	Enabled
SDK.MAGNestSaveCmd.SaveAll	Save All Results
SDK.MSFNestCreateWorkingModelCmd.Create	Create Manufacturing Model
SDK.MAGNestDisplayCmd.SheetConstructionPoint	Sheet Construction Points
SDK.MAGFeatObject.enabled.Suppress	Suppress
SDK.MAGFeatUpdateCmd.AutoUpdateNoDelay	Update All
SDK.MAGNestExportCmd.FusionExport	Export
SDK.MAGFeatUpdateCmd.UpdateAll	Update All
SDK.MAGTestOptionsCmd.Test	SDK Test Options
SDK.MAGFeatObject.visible.Toggle	Visibility
SDK.MAGNestCalculateCmd.SaveAll	Save All Results
SDK.MAGNestAutoZoomCmd.off	Auto-zoom off
SDK.MAGNestCompareCmd.Compare	Compare
SDK.MAGNestBindUnbindPropertyCmd.NestItemUnbindAll	Unbind All
SDK.MAGNestExportCmd.Export	Export
SDK.MAGNestBindUnbindPropertyCmd.NestItemBindAll	Bind All
SDK.MAGNestOpenSourceCmd.Open	Open
SDK.MAGNestRepresentationCmd.3DDetailed	3D Detailed
SDK.MAGTestMainCommand.Test	SDK Test
SDK.MAGNestCalculateCmd.Calculate	Calculate
SDK.MAGNestTranslateCmd.ContextExtract	Start Extract
SDK.MAGNestDisplayCmd.ExtraGeometry	Extra Geometry
SDK.MAGNestDisplayCmd.Dimensions	Dimensions
SDK.MAGNestTranslateCmd.Context	Sources
SDK.MAGNestGeoSourcesCmd.Hide	Hide All Sources
SDK.MAGNestCalculateCmd.Start	Start
SDK.MAGNestKitsCmd.Create	Create Nest Kit
SDK.MAGNestDisplayCmd.FabricationInfo	Fabrication Info
SDK.MAGNestDisplayColorCmd.Material	Material
SDK.MAGFeatUpdateCmd.UpdateAllTruNest	Update All
SDK.MAGNestDisplayCmd.SheetText	Sheet Text
SDK.MSFNestDeleteCmd.DeleteSelected	Delete
SDK.MAGMatLibraryCmd.FusionNesting	Process Material Library
SDK.MAGFeatAutoUpdateCmd.AddInNestingUtility	Automatic
Update
SDK.MAGNestShapeCmd.Create	Nest Properties
SDK.MAGNestDisplayColorCmd.SourceOrientation	Source Orientation
SDK.MAGNestOnlineOfflineCmd.AddInInv	Online
SDK.MAGNestStudyCmd.Create	Create Nest Study
SDK.MAGFeatDuplicateCmd.DuplicateSelected	Duplicate
SDK.MAGMatLibraryCmd.Create	Process
Material Library
SDK.MSFCmnFusionLaunchCommand.MSFNestCompareNewCmd	Compare
SDK.MAGFeatUpdateCmd.UpdateSelection	Update
SDK.MAGNestDisplayCmd.Wireframe	Wireframe
SDK.MAGNestDisplayColorCmd.Source	Source
SDK.MAGNestInfoPanelCmd.Show	Info Panel
SDK.MAGNestRefreshCmd.Refresh	Refresh
SDK.MAGNestSelectionCmd.Segments	Segments
SDK.MAGNestDisplayCmd.SheetGeometry	Sheet Borders
SDK.MAGNestLabelsCmd.Show	Labels
SDK.MAGNestSelectionCmd.Sources	Sources
SDK.MAGNestTranslateCmd.Create	Sources
SDK.MAGNestSelectionCmd.Shapes	Shapes
SDK.MAGNestStudyCmd.Edit	Edit Nest Study
SDK.MAGNestDisplayCmd.ConstructionPoint	Construction Points
SDK.MAGNestUpdateAssemblyProviderCmd.Update	Providers
SDK.MSFNestOpenSourceCmd.Open	Open
SDK.MAGFeatDeleteCmd.DeleteSelected	Delete
SDK.MAGNestShapeCmd.Edit	Edit Shape
SDK.MAGNestDisplayCmd.Geometry	Geometry
SDK.MSFCmnFusionLaunchCommand.CompareCmd	Compare
SDK.MAGNestCalculateCmd.Stop	Stop
SDK.MAGNestGeoSourcesCmd.Delete	Delete All Sources
MSFNestRemoveAggregateCompCmd	Remove component from aggregated asset.
MSFNestAuthoringCmd	Nest Preparation
ImportTruNestMSI	Import TruNest MSI
ExportTruNestMSI	Export TruNest MSI
MSFNestShapeCmd	Shape properties
MSFNestCreateStudyCmd	Create Nest Study
MSFNestEditStudyCmd	Edit Nest Study
CompareCmd	Compare
MSFNestShowSheetItemsCmd	Create Manufacturing Model
MSFNestPartLabelInfoCmd	Part Labels
MSFNestEditNestCmd	Edit Nest
MSFNestCompareNewCmd	Compare
MSFNestSyncNestCmd	Synchronizes Nest
MSFNestPrepareNestCmd	Create Nest Study
MSFNestSyncAggregationCmd	Synchronizes the nesting data model with the aggregation.
MSFNestSyncWorkingModelsCmd	Synchronizes the working models with the nesting data model.
MSFNestNameConventionCmd	Automatic Naming
MSFNestInitializeEnvCmd	Initialize Nest environment
MSFNestCutListCmdDef	Create Cut List
MSFArrangeReportCmdDef	Arrange Statistics - 2D Arrangement
MSFEnvelopeReportCmdDef	Arrange Statistics - 2D Envelope
MSF.MAGMatLibraryCmd.FusionNesting	Process Material Library
MSF.MAGNestCalculateCmd.Generate	Generate
MSF.MSFNestSaveContainerDataCmd.Create	Material and Packaging Presets
VolFieldCreateLatticeCommand	Volumetric Lattice
VolFieldDcCreateLatticeEditCmd	Edit Feature
VolFieldTextureCommand	Volumetric Texture
VolFieldDcTextureEditCmd	Edit Feature
VolFieldModifyModelCommand	Modify Volumetric Lattice
VolFieldDcModifyModelEditCmd	Edit Feature
VolFieldRemoveModelCommand	Remove
VolFieldModelToMeshCommand	Convert Volumetric Model to Mesh
VolFieldDcModelToMeshEditCmd	Edit Feature
VolFieldDisplayOptionsCommand	Volumetric Display Options
ParaMeshInsertCommand	Insert Mesh
ParaMeshAdoptCommand	Convert Mesh body to Parametric Mesh
ParaMeshDemoteCommand	Convert Parametric Mesh to Mesh body 
ParaMeshTessellateCommand	Tessellate
ParaMeshDcTessellateEditCommand	Edit Feature
ParaMeshSmoothCommand	Smooth
ParaMeshDcSmoothEditCommand	Edit Feature
ParaMeshReduceCommand	Reduce
ParaMeshDcReduceEditCommand	Edit Feature
ParaMeshCombineCommand	Combine
ParaMeshDcCombineEditCommand	Edit Feature
ParaMeshRepairCommand	Repair
ParaMeshDcRepairEditCommand	Edit Feature
ParaMeshHollowCommand	Shell
ParaMeshDcHollowEditCommand	Edit Feature
ParaMeshRemeshCommand	Remesh
ParaMeshDcRemeshEditCommand	Edit Feature
ParaMeshReverseNormalsCommand	Reverse Normal
ParaMeshDcReverseNormalsEditCommand	Edit Feature
ParaMeshMergeFaceGroupsCommand	Combine Face Groups
ParaMeshDcMergeFaceGroupsEditCommand	Edit Feature
ParaMeshPlaneCutCommand	Plane Cut
ParaMeshDcPlaneCutEditCommand	Edit Feature
ParaMeshToQuadMeshCommand	Convert To Quad Mesh
ParaMeshDcToQuadMeshEditCommand	Edit Feature
ParaMeshConvertCommand	Convert Mesh
ParaMeshDcConvertEditCommand	Edit Feature
ParaMeshExtractCommand	Separate
ParaMeshDcExtractEditCommand	Edit Feature
ParaMeshCalculateFaceGroupsCommand	Generate Face Groups
ParaMeshDcCalculateFaceGroupsEditCommand	Edit Feature
